family,metric,contrast_id,method,factor,direction,arm_a,arm_b,mean,sample_sd,ci95_lo,ci95_hi,n_catalogs,wins,ties,losses,paired_t_stat,paired_t_p_two_sided,wilcoxon_stat,wilcoxon_p_two_sided,cohen_dz,cohen_dz_defined
factorial_contrasts,f1_at_7,bonus_removal__oracle_gt_hidden30__component_continuous_fix,rl_only,gt_bonus,bonus_0.00_minus_0.20,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,-0.3057142857142857,0.0961135660352377,-0.3314285714285714,-0.2782857142857143,50,0,1,49,-22.49137696700575,1.783006194960372e-27,0.0,1.0916758959887115e-09,-3.1807610343185373,True
factorial_contrasts,f1_at_7,bonus_removal__oracle_gt_hidden30__implemented_r0,hybrid,gt_bonus,bonus_0.00_minus_0.20,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,-0.25942857142857145,0.058536930749379774,-0.2754285714285714,-0.24285714285714285,50,0,0,50,-31.338114202823174,4.455979195696661e-34,0.0,7.169710248539214e-10,-4.431878612482945,True
factorial_contrasts,f1_at_7,bonus_removal__oracle_gt_hidden30__implemented_r0,rl_only,gt_bonus,bonus_0.00_minus_0.20,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,-0.40685714285714275,0.07516412695456068,-0.4279999999999999,-0.3862857142857143,50,0,0,50,-38.275099617985184,3.6167954192738187e-38,0.0,7.438163451773046e-10,-5.412916498093592,True
factorial_contrasts,f1_at_7,bonus_removal__oracle_gt_hidden30__inclusive_range_fix,hybrid,gt_bonus,bonus_0.00_minus_0.20,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,-0.1394285714285714,0.053417953139535936,-0.15428571428571425,-0.1251428571428571,50,0,0,50,-18.456508075246,1.0497048985590474e-23,0.0,7.083792122188226e-10,-2.6101444034061445,True
factorial_contrasts,f1_at_7,bonus_removal__oracle_gt_hidden30__inclusive_range_fix,rl_only,gt_bonus,bonus_0.00_minus_0.20,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,-0.284,0.0853070989105329,-0.3074285714285715,-0.26057142857142856,50,0,0,50,-23.540634767991666,2.29856007513586e-28,0.0,7.461781631594519e-10,-3.3291484955765434,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.00__component_continuous_fix,hybrid,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.00__reward=component_continuous_fix,candidate=hidden30_only__bonus=0.00__reward=component_continuous_fix,-0.26571428571428574,0.09951988032846211,-0.2925714285714286,-0.23828571428571432,50,0,0,50,-18.87948143291489,3.955232541304582e-24,0.0,7.443218829721583e-10,-2.669961869299927,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.00__component_continuous_fix,rl_only,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.00__reward=component_continuous_fix,candidate=hidden30_only__bonus=0.00__reward=component_continuous_fix,-0.11999999999999998,0.07069595132934192,-0.1394285714285714,-0.10057142857142858,50,1,1,48,-12.002499739637573,3.3549937113082135e-16,7.0,1.6900580247877718e-09,-1.6974097914174997,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.00__implemented_r0,hybrid,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.00__reward=implemented_r0,candidate=hidden30_only__bonus=0.00__reward=implemented_r0,-0.30114285714285716,0.09364834485880588,-0.3274285714285714,-0.27542857142857147,50,0,0,50,-22.73827227941477,1.0933029802539075e-27,0.0,7.429744675394222e-10,-3.2156773042480555,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.00__implemented_r0,rl_only,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.00__reward=implemented_r0,candidate=hidden30_only__bonus=0.00__reward=implemented_r0,-0.12057142857142855,0.064352734743531,-0.1382857142857143,-0.10285714285714284,50,0,1,49,-13.24836855807079,8.125200052350322e-18,0.0,1.0380492867038005e-09,-1.8736022494140996,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.00__inclusive_range_fix,hybrid,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.00__reward=inclusive_range_fix,candidate=hidden30_only__bonus=0.00__reward=inclusive_range_fix,-0.3022857142857143,0.10375539106239552,-0.3302857142857143,-0.2737142857142857,50,0,0,50,-20.60117322469593,8.788177422177446e-26,0.0,7.455026716034453e-10,-2.9134458575162454,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.00__inclusive_range_fix,rl_only,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.00__reward=inclusive_range_fix,candidate=hidden30_only__bonus=0.00__reward=inclusive_range_fix,-0.11885714285714284,0.08150193615901181,-0.14114285714285713,-0.096,50,4,4,42,-10.311987133995338,7.188564193487187e-14,19.5,8.035093680494557e-09,-1.4583352059913068,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.20__component_continuous_fix,hybrid,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.20__reward=component_continuous_fix,candidate=hidden30_only__bonus=0.20__reward=component_continuous_fix,-0.196,0.11012998264725285,-0.22571428571428576,-0.16514285714285715,50,2,2,46,-12.584486602206912,5.756122172630234e-17,13.5,2.5210157518924725e-09,-1.7797151628343524,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.20__component_continuous_fix,rl_only,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.20__reward=component_continuous_fix,candidate=hidden30_only__bonus=0.20__reward=component_continuous_fix,-0.22342857142857142,0.0817733481427311,-0.2457142857142857,-0.20112857142857263,50,0,0,50,-19.320213927428558,1.455879484224173e-24,0.0,7.419653442623655e-10,-2.7322908564119026,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.20__implemented_r0,hybrid,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.20__reward=implemented_r0,candidate=hidden30_only__bonus=0.20__reward=implemented_r0,-0.2862857142857143,0.11140539491347237,-0.3165714285714286,-0.2554285714285714,50,0,1,49,-18.17098445595855,2.0482273230028543e-23,0.0,7.480386006421243e-10,-2.5697652659287282,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.20__implemented_r0,rl_only,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.20__reward=implemented_r0,candidate=hidden30_only__bonus=0.20__reward=implemented_r0,-0.3308571428571428,0.08326730689873084,-0.35371428571428565,-0.308,50,0,0,50,-28.096420796078114,7.117240818254195e-32,0.0,7.309459671379368e-10,-3.973433934395514,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.20__inclusive_range_fix,hybrid,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.20__reward=inclusive_range_fix,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,-0.26971428571428574,0.10661737025527283,-0.2988571428571429,-0.24057142857142857,50,0,0,50,-17.88796703152837,4.004282095244913e-23,0.0,7.482079377523656e-10,-2.529740557927022,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_hidden30_only__bonus=0.20__inclusive_range_fix,rl_only,candidate_support,full_catalog_minus_hidden30_only,candidate=full_catalog__bonus=0.20__reward=inclusive_range_fix,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,-0.2651428571428572,0.09090960584459061,-0.2897142857142857,-0.24055714285714402,50,0,0,50,-20.623157534022702,8.384997493060588e-26,0.0,7.493942619567868e-10,-2.9165549083571785,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.00__component_continuous_fix,hybrid,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.00__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,-0.44285714285714284,0.08909746919568604,-0.4668571428571429,-0.4182857142857143,50,0,0,50,-35.146597500251715,2.043382743092901e-36,0.0,7.294547719323055e-10,-4.9704794856124295,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.00__component_continuous_fix,rl_only,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.00__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,-0.13657142857142857,0.08567345966495164,-0.16,-0.11314285714285716,50,2,1,47,-11.271936914518887,3.262510086879415e-15,5.5,1.5416151650446948e-09,-1.594092605872655,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.00__implemented_r0,hybrid,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.00__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,-0.4702857142857143,0.07662388873494115,-0.49142857142857144,-0.44971428571428584,50,0,0,50,-43.3992875011766,9.117344532269842e-41,0.0,7.364371412569184e-10,-6.13758609814931,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.00__implemented_r0,rl_only,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.00__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,-0.14114285714285713,0.06766406473141172,-0.1594428571428571,-0.12228571428571429,50,1,0,49,-14.749789537167247,1.1879875605248263e-19,2.0,7.952518247334529e-10,-2.0859352405610703,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.00__inclusive_range_fix,hybrid,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.00__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,-0.5034285714285716,0.08752033142739567,-0.5274285714285714,-0.47942857142857137,50,0,0,50,-40.67372128218093,2.0116910391465675e-39,0.0,7.38945357268563e-10,-5.752132826944346,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.00__inclusive_range_fix,rl_only,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.00__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,-0.1731428571428571,0.07126161245307844,-0.19257142857142853,-0.15314285714285714,50,0,1,49,-17.18042634529792,2.2158005067670153e-22,0.0,7.282968435136367e-10,-2.4296791944872345,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.20__component_continuous_fix,hybrid,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.20__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,-0.4657142857142857,0.0832993127835043,-0.48800000000000004,-0.44228571428571434,50,0,0,50,-39.533306880922275,7.783957154651824e-39,0.0,7.483773092943119e-10,-5.590853875645787,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.20__component_continuous_fix,rl_only,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.20__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,-0.2965714285714286,0.0932347111877459,-0.32171428571428573,-0.27084285714285833,50,0,0,50,-22.492445740165643,1.779218139130334e-27,0.0,7.376066887376364e-10,-3.1809121816683206,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.20__implemented_r0,hybrid,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.20__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,-0.5354285714285715,0.08674021591065227,-0.5594285714285715,-0.5114285714285715,50,0,0,50,-43.64817054273362,6.937257131194024e-41,0.0,7.466851425618727e-10,-6.172783475430769,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.20__implemented_r0,rl_only,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.20__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,-0.43142857142857133,0.07771197046799905,-0.4525714285714285,-0.41028571428571425,50,0,0,50,-39.25599449062876,1.0876921884411296e-38,0.0,7.441533360918728e-10,-5.55163598130907,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.20__inclusive_range_fix,hybrid,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.20__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,-0.516,0.07333547887260562,-0.5354285714285715,-0.49542857142857144,50,0,0,50,-49.75314877619954,1.3054045334725396e-43,0.0,7.411253488725649e-10,-7.036157777006774,True
factorial_contrasts,f1_at_7,candidate__full_catalog_minus_oracle_gt_hidden30__bonus=0.20__inclusive_range_fix,rl_only,candidate_support,full_catalog_minus_oracle_gt_hidden30,candidate=full_catalog__bonus=0.20__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,-0.3394285714285713,0.0900996717741575,-0.36399999999999993,-0.3142857142857143,50,0,0,50,-26.638525963470357,8.277017464031387e-31,0.0,7.487161556979289e-10,-3.76725646991676,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.00__component_continuous_fix,hybrid,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.00__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,-0.17714285714285713,0.08142831568677553,-0.19942857142857143,-0.1548571428571429,50,0,2,48,-15.382722148680887,2.1698351205637853e-20,0.0,1.0834640436452341e-09,-2.175445428888151,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.00__component_continuous_fix,rl_only,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.00__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=component_continuous_fix,-0.016571428571428567,0.07024441176651103,-0.03599999999999999,0.0028571428571428554,50,17,9,24,-1.6681425927168314,0.10166638528598675,351.0,0.1404189264080387,-0.23591098785923614,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.00__implemented_r0,hybrid,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.00__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,-0.16914285714285715,0.07112823154544314,-0.1891428571428571,-0.14971428571428574,50,0,0,50,-16.814991554874968,5.470131014528697e-22,0.0,7.468542044403326e-10,-2.377998910809324,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.00__implemented_r0,rl_only,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.00__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.00__reward=implemented_r0,-0.02057142857142857,0.06027564062685627,-0.03657142857142857,-0.004000000000000001,50,15,4,31,-2.413279475800489,0.01959446375933887,363.5,0.03347236775714417,-0.34128925644736846,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.00__inclusive_range_fix,hybrid,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.00__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,-0.20114285714285715,0.06973741431566871,-0.22000000000000003,-0.18228571428571427,50,0,0,50,-20.395003122591387,1.3677947504556911e-25,0.0,7.401184820685024e-10,-2.8842890020610366,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.00__inclusive_range_fix,rl_only,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.00__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.00__reward=inclusive_range_fix,-0.05428571428571428,0.08024327857688775,-0.076,-0.031999999999999994,50,9,8,33,-4.783677508416282,1.6176050423438136e-05,147.5,8.39499248570569e-05,-0.6765141610421442,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.20__component_continuous_fix,hybrid,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.20__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,-0.2697142857142857,0.07418248041035971,-0.2902857142857143,-0.24971428571428567,50,0,0,50,-25.70914309638309,4.2082343474511475e-30,0.0,7.431427745602855e-10,-3.63582188438956,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.20__component_continuous_fix,rl_only,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.20__reward=component_continuous_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=component_continuous_fix,-0.07314285714285713,0.07395756181489714,-0.09314285714285714,-0.05257142857142855,50,7,3,40,-6.993174059809981,6.797201719387941e-09,99.0,8.499672478523153e-07,-0.9889841599418993,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.20__implemented_r0,hybrid,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.20__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,-0.2491428571428571,0.07527044119009314,-0.2697142857142857,-0.22800000000000004,50,0,0,50,-23.405018090035128,2.9823652652872716e-28,0.0,7.282968435136367e-10,-3.3099694010515313,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.20__implemented_r0,rl_only,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.20__reward=implemented_r0,candidate=oracle_gt_hidden30__bonus=0.20__reward=implemented_r0,-0.10057142857142858,0.07122185832224404,-0.12057142857142857,-0.08114285714285714,50,2,5,43,-9.984959787866847,2.1162568739940558e-13,11.0,1.0717370819949482e-08,-1.4120865551751276,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.20__inclusive_range_fix,hybrid,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,-0.2462857142857143,0.0803760424810442,-0.2685714285714286,-0.22457142857142862,50,0,0,50,-21.666941206003344,9.433126225450434e-27,0.0,7.374395084391083e-10,-3.0641682108670385,True
factorial_contrasts,f1_at_7,candidate__hidden30_only_minus_oracle_gt_hidden30__bonus=0.20__inclusive_range_fix,rl_only,candidate_support,hidden30_only_minus_oracle_gt_hidden30,candidate=hidden30_only__bonus=0.20__reward=inclusive_range_fix,candidate=oracle_gt_hidden30__bonus=0.20__reward=inclusive_range_fix,-0.07428571428571429,0.07614186982113319,-0.09542857142857145,-0.053714285714285735,50,3,7,40,-6.898692196568021,9.52141013680455e-09,47.5,2.734380839522816e-07,-0.9756224067023933,True
factorial_contrasts,f1_at_7,reward__component_continuous_fix_minus_implemented_r0__full_catalog__bonus=0.00,hybrid,reward_implementation,component_continuous_fix_minus_implemented_r0,candidate=full_catalog__bonus=0.00__reward=component_continuous_fix,candidate=full_catalog__bonus=0.00__reward=implemented_r0,0.16,0.07548262044451808,0.13999999999999999,0.18114285714285713,50,49,1,0,14.988494612876703,6.222335032149366e-20,0.0,1.0924486098148237e-09,2.1196932361086307,True
factorial_contrasts,f1_at_7,reward__component_continuous_fix_minus_implemented_r0__full_catalog__bonus=0.00,rl_only,reward_implementation,component_continuous_fix_minus_implemented_r0,candidate=full_catalog__bonus=0.00__reward=component_continuous_fix,candidate=full_catalog__bonus=0.00__reward=implemented_r0,0.10285714285714287,0.05162902302315721,0.08857142857142856,0.11714285714285713,50,47,3,0,14.087228258248679,7.410149458266468e-19,0.0,2.1645876122068184e-09,1.9922349259060794,True
factorial_contrasts,f1_at_7,reward__component_continuous_fix_minus_implemented_r0__full_catalog__bonus=0.20,hybrid,reward_implementation,component_continuous_fix_minus_implemented_r0,candidate=full_catalog__bonus=0.20__reward=component_continuous_fix,candidate=full_catalog__bonus=0.20__reward=implemented_r0,0.11199999999999999,0.09911562291354152,0.08457142857142858,0.1382857142857143,50,43,3,4,7.9902599776804,1.9771838039648386e-10,60.0,3.8474068058297366e-08,1.1299934027322565,True
factorial_contrasts,f1_at_7,reward__component_continuous_fix_minus_implemented_r0__full_catalog__bonus=0.20,rl_only,reward_implementation,component_continuous_fix_minus_implemented_r0,candidate=full_catalog__bonus=0.20__reward=component_continuous_fix,candidate=full_catalog__bonus=0.20__reward=implemented_r0,0.132,0.07589861494193502,0.11142857142857142,0.15314285714285714,50,47,3,0,12.297733652719623,1.3644761923913783e-16,0.0,1.59887802441302e-09,1.7391621718128114,True
